User ID,Pref 1,Rating 1,Pref 2,Rating 2,Pref 3,Rating 3,Pref 4,Rating 4,Pref 5,Rating 5
0062,Requestable,1,Building,2,Accessibility,3,Capacity,4,Floor,5
0063,Schedule,1,Requestable,2,Floor,3,Access,4,Type,5
0064,Type,1,Requestable,2,Software,3,Schedule,4,Floor,5
0065,Building,1,Floor,2,Access,3,Equipment,4,Schedule,5
0066,Schedule,1,Software,2,Access,3,Floor,4,Capacity,5
0067,Software,1,Building,2,Equipment,3,Capacity,4,Schedule,5
0068,Requestable,1,Type,2,Equipment,3,Floor,4,Building,5
0069,Building,1,Software,2,Floor,3,Schedule,4,Requestable,5
0070,Type,1,Floor,2,Building,3,Software,4,Equipment,5
0071,Accessibility,1,Requestable,2,Equipment,3,Capacity,4,Building,5
0072,Type,1,Requestable,2,Accessibility,3,Building,4,Access,5
0073,Requestable,1,Building,2,Access,3,Equipment,4,Software,5
0074,Type,1,Building,2,Accessibility,3,Schedule,4,Floor,5
0075,Requestable,1,Building,2,Type,3,Software,4,Equipment,5
0076,Access,1,Equipment,2,Accessibility,3,Building,4,Software,5
0077,Floor,1,Equipment,2,Type,3,Building,4,Requestable,5
0078,Equipment,1,Building,2,Capacity,3,Type,4,Access,5
0079,Type,1,Capacity,2,Accessibility,3,Schedule,4,Equipment,5
0080,Type,1,Floor,2,Equipment,3,Software,4,Building,5
0081,Accessibility,1,Software,2,Building,3,Access,4,Type,5
0082,Capacity,1,Schedule,2,Software,3,Requestable,4,Equipment,5
0083,Access,1,Equipment,2,Building,3,Schedule,4,Floor,5
0084,Capacity,1,Floor,2,Accessibility,3,Equipment,4,Type,5
0085,Floor,1,Schedule,2,Software,3,Accessibility,4,Access,5
0086,Capacity,1,Building,2,Equipment,3,Floor,4,Software,5
0087,Floor,1,Equipment,2,Building,3,Capacity,4,Software,5
0088,Schedule,1,Floor,2,Software,3,Accessibility,4,Access,5
0089,Accessibility,1,Floor,2,Software,3,Requestable,4,Building,5
0090,Building,1,Accessibility,2,Access,3,Equipment,4,Capacity,5
0091,Capacity,1,Floor,2,Equipment,3,Type,4,Schedule,5
0092,Floor,1,Schedule,2,Software,3,Capacity,4,Type,5
0093,Building,1,Type,2,Accessibility,3,Access,4,Software,5
0094,Requestable,1,Schedule,2,Building,3,Floor,4,Equipment,5
0095,Access,1,Software,2,Floor,3,Accessibility,4,Capacity,5
0096,Building,1,Accessibility,2,Requestable,3,Equipment,4,Software,5
0097,Access,1,Software,2,Accessibility,3,Building,4,Equipment,5
0098,Type,1,Software,2,Capacity,3,Access,4,Equipment,5
0099,Accessibility,1,Requestable,2,Equipment,3,Access,4,Capacity,5
0100,Schedule,1,Requestable,2,Floor,3,Software,4,Capacity,5
0101,Access,1,Type,2,Schedule,3,Building,4,Software,5
0102,Building,1,Floor,2,Access,3,Requestable,4,Equipment,5
0103,Floor,1,Capacity,2,Software,3,Access,4,Schedule,5
0104,Capacity,1,Access,2,Software,3,Floor,4,Type,5
0105,Floor,1,Accessibility,2,Access,3,Building,4,Schedule,5
0106,Accessibility,1,Requestable,2,Software,3,Type,4,Building,5
0107,Floor,1,Access,2,Software,3,Building,4,Schedule,5
0108,Software,1,Floor,2,Requestable,3,Equipment,4,Building,5
0109,Type,1,Capacity,2,Requestable,3,Building,4,Equipment,5
0110,Type,1,Equipment,2,Accessibility,3,Floor,4,Access,5
0111,Building,1,Access,2,Type,3,Capacity,4,Requestable,5
0112,Capacity,1,Accessibility,2,Software,3,Equipment,4,Building,5
0113,Type,1,Access,2,Software,3,Capacity,4,Accessibility,5
0114,Accessibility,1,Floor,2,Schedule,3,Type,4,Access,5
0115,Schedule,1,Type,2,Access,3,Accessibility,4,Equipment,5
0116,Type,1,Equipment,2,Access,3,Requestable,4,Software,5
0117,Accessibility,1,Floor,2,Schedule,3,Equipment,4,Building,5
0118,Requestable,1,Access,2,Capacity,3,Equipment,4,Floor,5
0119,Accessibility,1,Floor,2,Software,3,Type,4,Access,5
0120,Equipment,1,Access,2,Capacity,3,Accessibility,4,Requestable,5
0121,Accessibility,1,Equipment,2,Building,3,Floor,4,Requestable,5
0122,Type,1,Capacity,2,Floor,3,Equipment,4,Building,5
0123,Accessibility,1,Requestable,2,Capacity,3,Building,4,Equipment,5
0124,Access,1,Accessibility,2,Requestable,3,Software,4,Capacity,5
0125,Type,1,Access,2,Floor,3,Software,4,Schedule,5
0126,Building,1,Access,2,Accessibility,3,Equipment,4,Floor,5
0127,Requestable,1,Floor,2,Schedule,3,Equipment,4,Type,5
0128,Accessibility,1,Floor,2,Capacity,3,Schedule,4,Equipment,5
0129,Requestable,1,Software,2,Accessibility,3,Floor,4,Access,5
0130,Accessibility,1,Floor,2,Type,3,Software,4,Requestable,5
0131,Capacity,1,Requestable,2,Software,3,Type,4,Building,5
0132,Software,1,Accessibility,2,Floor,3,Type,4,Building,5
0133,Requestable,1,Access,2,Accessibility,3,Equipment,4,Floor,5
0134,Access,1,Type,2,Floor,3,Requestable,4,Software,5
0135,Building,1,Schedule,2,Capacity,3,Type,4,Requestable,5
0136,Building,1,Accessibility,2,Software,3,Requestable,4,Schedule,5
0137,Floor,1,Requestable,2,Type,3,Equipment,4,Capacity,5
0138,Building,1,Type,2,Capacity,3,Software,4,Requestable,5
0139,Access,1,Accessibility,2,Software,3,Equipment,4,Capacity,5
0140,Capacity,1,Floor,2,Access,3,Accessibility,4,Requestable,5
0141,Software,1,Floor,2,Accessibility,3,Schedule,4,Requestable,5
0142,Schedule,1,Capacity,2,Building,3,Floor,4,Accessibility,5
0143,Floor,1,Accessibility,2,Requestable,3,Software,4,Type,5
0144,Type,1,Equipment,2,Building,3,Floor,4,Access,5
0145,Access,1,Capacity,2,Equipment,3,Type,4,Schedule,5
0146,Equipment,1,Requestable,2,Type,3,Floor,4,Access,5
0147,Access,1,Accessibility,2,Floor,3,Schedule,4,Building,5
0148,Software,1,Access,2,Schedule,3,Capacity,4,Floor,5
0149,Schedule,1,Software,2,Accessibility,3,Equipment,4,Requestable,5
0150,Requestable,1,Schedule,2,Floor,3,Accessibility,4,Building,5
0151,Schedule,1,Building,2,Requestable,3,Capacity,4,Software,5
0152,Accessibility,1,Type,2,Access,3,Capacity,4,Equipment,5
0153,Building,1,Capacity,2,Access,3,Accessibility,4,Type,5
0154,Building,1,Schedule,2,Floor,3,Capacity,4,Requestable,5
0155,Building,1,Access,2,Software,3,Type,4,Floor,5
0156,Accessibility,1,Requestable,2,Schedule,3,Building,4,Equipment,5
0157,Access,1,Building,2,Capacity,3,Type,4,Floor,5
0158,Capacity,1,Building,2,Schedule,3,Software,4,Requestable,5
0159,Building,1,Type,2,Equipment,3,Access,4,Floor,5
0160,Capacity,1,Type,2,Software,3,Accessibility,4,Access,5
0161,Equipment,1,Building,2,Capacity,3,Schedule,4,Access,5
0162,Building,1,Type,2,Schedule,3,Access,4,Accessibility,5
0163,Type,1,Requestable,2,Equipment,3,Software,4,Accessibility,5
0164,Schedule,1,Floor,2,Requestable,3,Software,4,Accessibility,5
0165,Floor,1,Accessibility,2,Software,3,Building,4,Type,5
0166,Floor,1,Capacity,2,Equipment,3,Requestable,4,Building,5
0167,Building,1,Floor,2,Access,3,Capacity,4,Schedule,5
0168,Schedule,1,Accessibility,2,Equipment,3,Software,4,Capacity,5
0169,Software,1,Schedule,2,Building,3,Requestable,4,Floor,5
0170,Building,1,Capacity,2,Accessibility,3,Requestable,4,Software,5
0171,Building,1,Capacity,2,Software,3,Schedule,4,Requestable,5
0172,Schedule,1,Requestable,2,Equipment,3,Floor,4,Software,5
0173,Type,1,Software,2,Schedule,3,Requestable,4,Floor,5
0174,Type,1,Floor,2,Capacity,3,Building,4,Equipment,5
0175,Requestable,1,Accessibility,2,Floor,3,Access,4,Capacity,5
0176,Requestable,1,Floor,2,Capacity,3,Building,4,Software,5
0177,Accessibility,1,Requestable,2,Floor,3,Building,4,Software,5
0178,Equipment,1,Software,2,Accessibility,3,Access,4,Type,5
0179,Schedule,1,Accessibility,2,Floor,3,Requestable,4,Capacity,5
0180,Capacity,1,Floor,2,Schedule,3,Type,4,Access,5
0181,Equipment,1,Floor,2,Capacity,3,Type,4,Building,5
0182,Floor,1,Software,2,Equipment,3,Access,4,Building,5
0183,Building,1,Type,2,Requestable,3,Schedule,4,Access,5
0184,Equipment,1,Type,2,Requestable,3,Building,4,Software,5
0185,Software,1,Floor,2,Schedule,3,Type,4,Accessibility,5
0186,Accessibility,1,Type,2,Schedule,3,Equipment,4,Software,5
0187,Schedule,1,Floor,2,Accessibility,3,Building,4,Software,5
0188,Requestable,1,Schedule,2,Type,3,Equipment,4,Accessibility,5
0189,Software,1,Type,2,Building,3,Accessibility,4,Requestable,5
0190,Equipment,1,Access,2,Accessibility,3,Software,4,Schedule,5
0191,Requestable,1,Building,2,Software,3,Schedule,4,Equipment,5
0192,Equipment,1,Accessibility,2,Capacity,3,Floor,4,Access,5
0193,Requestable,1,Building,2,Floor,3,Type,4,Access,5
0194,Equipment,1,Capacity,2,Schedule,3,Accessibility,4,Floor,5
0195,Accessibility,1,Building,2,Floor,3,Access,4,Capacity,5
0196,Schedule,1,Type,2,Access,3,Building,4,Floor,5
0197,Schedule,1,Type,2,Accessibility,3,Capacity,4,Access,5
0198,Type,1,Software,2,Floor,3,Building,4,Accessibility,5
0199,Access,1,Type,2,Accessibility,3,Building,4,Equipment,5
0200,Floor,1,Type,2,Software,3,Access,4,Requestable,5
0201,Accessibility,1,Equipment,2,Access,3,Schedule,4,Floor,5
0202,Requestable,1,Accessibility,2,Software,3,Access,4,Capacity,5
0203,Type,1,Equipment,2,Capacity,3,Software,4,Schedule,5
0204,Requestable,1,Equipment,2,Capacity,3,Accessibility,4,Access,5
0205,Capacity,1,Software,2,Access,3,Schedule,4,Floor,5
0206,Schedule,1,Equipment,2,Accessibility,3,Type,4,Requestable,5
0207,Floor,1,Type,2,Building,3,Software,4,Equipment,5
0208,Software,1,Building,2,Schedule,3,Equipment,4,Accessibility,5
0209,Floor,1,Accessibility,2,Type,3,Equipment,4,Capacity,5
0210,Access,1,Accessibility,2,Software,3,Floor,4,Requestable,5
0211,Schedule,1,Accessibility,2,Requestable,3,Type,4,Capacity,5
0212,Requestable,1,Equipment,2,Building,3,Software,4,Schedule,5
0213,Building,1,Type,2,Schedule,3,Accessibility,4,Software,5
0214,Software,1,Requestable,2,Equipment,3,Accessibility,4,Floor,5
0215,Capacity,1,Building,2,Software,3,Accessibility,4,Requestable,5
0216,Equipment,1,Building,2,Type,3,Accessibility,4,Software,5
0217,Floor,1,Accessibility,2,Schedule,3,Requestable,4,Building,5
0218,Floor,1,Equipment,2,Access,3,Building,4,Accessibility,5
0219,Building,1,Accessibility,2,Capacity,3,Type,4,Access,5
0220,Requestable,1,Equipment,2,Type,3,Building,4,Accessibility,5
0221,Capacity,1,Software,2,Requestable,3,Type,4,Building,5
0222,Accessibility,1,Capacity,2,Access,3,Schedule,4,Building,5
0223,Software,1,Floor,2,Requestable,3,Building,4,Schedule,5
0224,Type,1,Equipment,2,Schedule,3,Software,4,Accessibility,5
0225,Accessibility,1,Software,2,Schedule,3,Equipment,4,Type,5
0226,Access,1,Capacity,2,Software,3,Equipment,4,Requestable,5
0227,Software,1,Capacity,2,Access,3,Floor,4,Requestable,5
0228,Requestable,1,Schedule,2,Capacity,3,Building,4,Floor,5
0229,Schedule,1,Access,2,Type,3,Requestable,4,Equipment,5
0230,Software,1,Capacity,2,Schedule,3,Accessibility,4,Floor,5
0231,Capacity,1,Floor,2,Access,3,Accessibility,4,Requestable,5
0232,Equipment,1,Access,2,Building,3,Floor,4,Type,5
0233,Software,1,Floor,2,Requestable,3,Equipment,4,Accessibility,5
0234,Equipment,1,Type,2,Building,3,Requestable,4,Capacity,5
0235,Building,1,Software,2,Capacity,3,Accessibility,4,Type,5
0236,Equipment,1,Type,2,Accessibility,3,Floor,4,Building,5
0237,Type,1,Floor,2,Requestable,3,Capacity,4,Accessibility,5
0238,Requestable,1,Type,2,Building,3,Floor,4,Software,5
0239,Type,1,Requestable,2,Access,3,Schedule,4,Equipment,5
0240,Schedule,1,Accessibility,2,Building,3,Type,4,Floor,5
0241,Schedule,1,Software,2,Equipment,3,Access,4,Floor,5
0242,Floor,1,Building,2,Capacity,3,Requestable,4,Schedule,5
0243,Floor,1,Capacity,2,Access,3,Type,4,Accessibility,5
0244,Floor,1,Software,2,Schedule,3,Requestable,4,Building,5
0245,Schedule,1,Accessibility,2,Building,3,Software,4,Capacity,5
0246,Access,1,Requestable,2,Software,3,Type,4,Equipment,5
0247,Access,1,Type,2,Software,3,Equipment,4,Schedule,5
0248,Equipment,1,Software,2,Access,3,Capacity,4,Building,5
0249,Type,1,Requestable,2,Software,3,Equipment,4,Building,5
0250,Access,1,Requestable,2,Capacity,3,Software,4,Equipment,5
0251,Capacity,1,Equipment,2,Access,3,Requestable,4,Schedule,5
0252,Type,1,Building,2,Capacity,3,Requestable,4,Access,5
0253,Equipment,1,Access,2,Building,3,Requestable,4,Accessibility,5
0254,Capacity,1,Access,2,Software,3,Requestable,4,Type,5
0255,Floor,1,Accessibility,2,Equipment,3,Requestable,4,Software,5
0256,Building,1,Schedule,2,Type,3,Requestable,4,Equipment,5
0257,Access,1,Software,2,Building,3,Schedule,4,Floor,5
0258,Access,1,Requestable,2,Accessibility,3,Type,4,Schedule,5
0259,Capacity,1,Floor,2,Software,3,Accessibility,4,Requestable,5
0260,Type,1,Schedule,2,Software,3,Capacity,4,Accessibility,5
0261,Software,1,Floor,2,Schedule,3,Requestable,4,Equipment,5
0262,Access,1,Building,2,Type,3,Accessibility,4,Schedule,5
0263,Schedule,1,Floor,2,Type,3,Equipment,4,Access,5
0264,Schedule,1,Type,2,Requestable,3,Capacity,4,Equipment,5
0265,Type,1,Floor,2,Requestable,3,Building,4,Capacity,5
0266,Requestable,1,Access,2,Floor,3,Accessibility,4,Building,5
0267,Floor,1,Access,2,Equipment,3,Type,4,Capacity,5
0268,Floor,1,Requestable,2,Capacity,3,Accessibility,4,Access,5
0269,Type,1,Building,2,Software,3,Schedule,4,Access,5
0270,Equipment,1,Accessibility,2,Capacity,3,Building,4,Type,5
0271,Accessibility,1,Capacity,2,Floor,3,Access,4,Software,5
0272,Schedule,1,Floor,2,Equipment,3,Software,4,Accessibility,5
0273,Requestable,1,Schedule,2,Type,3,Equipment,4,Accessibility,5
0274,Capacity,1,Software,2,Floor,3,Type,4,Access,5
0275,Floor,1,Schedule,2,Equipment,3,Access,4,Capacity,5
0276,Building,1,Floor,2,Equipment,3,Schedule,4,Type,5
0277,Requestable,1,Schedule,2,Equipment,3,Type,4,Accessibility,5
0278,Floor,1,Type,2,Schedule,3,Capacity,4,Requestable,5
0279,Software,1,Capacity,2,Floor,3,Accessibility,4,Type,5
0280,Software,1,Equipment,2,Schedule,3,Building,4,Requestable,5
0281,Access,1,Accessibility,2,Capacity,3,Requestable,4,Type,5
0282,Schedule,1,Floor,2,Building,3,Capacity,4,Equipment,5
0283,Software,1,Type,2,Building,3,Equipment,4,Accessibility,5
0284,Type,1,Accessibility,2,Building,3,Schedule,4,Equipment,5
0285,Software,1,Access,2,Requestable,3,Building,4,Type,5
0286,Requestable,1,Building,2,Software,3,Floor,4,Accessibility,5
0287,Building,1,Floor,2,Requestable,3,Equipment,4,Capacity,5
0288,Accessibility,1,Requestable,2,Software,3,Capacity,4,Type,5
0289,Equipment,1,Requestable,2,Access,3,Building,4,Floor,5
0290,Equipment,1,Access,2,Schedule,3,Requestable,4,Capacity,5
0291,Requestable,1,Floor,2,Capacity,3,Software,4,Building,5
0292,Requestable,1,Building,2,Access,3,Equipment,4,Capacity,5
0293,Requestable,1,Floor,2,Accessibility,3,Capacity,4,Access,5
0294,Equipment,1,Accessibility,2,Building,3,Requestable,4,Type,5
0295,Access,1,Accessibility,2,Equipment,3,Type,4,Floor,5
0296,Capacity,1,Access,2,Type,3,Requestable,4,Equipment,5
0297,Type,1,Requestable,2,Accessibility,3,Access,4,Capacity,5
0298,Type,1,Access,2,Equipment,3,Accessibility,4,Capacity,5
0299,Requestable,1,Equipment,2,Software,3,Capacity,4,Schedule,5
0300,Type,1,Capacity,2,Floor,3,Building,4,Software,5
0301,Capacity,1,Software,2,Equipment,3,Floor,4,Building,5
0302,Schedule,1,Type,2,Accessibility,3,Requestable,4,Access,5
0303,Schedule,1,Equipment,2,Accessibility,3,Floor,4,Building,5
0304,Access,1,Equipment,2,Building,3,Type,4,Accessibility,5
0305,Requestable,1,Equipment,2,Type,3,Schedule,4,Access,5
0306,Software,1,Capacity,2,Requestable,3,Building,4,Schedule,5
0307,Access,1,Type,2,Capacity,3,Software,4,Requestable,5
0308,Accessibility,1,Floor,2,Type,3,Software,4,Schedule,5
0309,Capacity,1,Building,2,Equipment,3,Software,4,Requestable,5
0310,Equipment,1,Accessibility,2,Type,3,Requestable,4,Software,5
0311,Capacity,1,Type,2,Software,3,Floor,4,Building,5
0312,Access,1,Requestable,2,Type,3,Software,4,Capacity,5
0313,Floor,1,Building,2,Accessibility,3,Type,4,Capacity,5
0314,Accessibility,1,Floor,2,Access,3,Capacity,4,Type,5
0315,Equipment,1,Floor,2,Schedule,3,Access,4,Building,5
0316,Software,1,Accessibility,2,Type,3,Building,4,Schedule,5
0317,Equipment,1,Requestable,2,Floor,3,Type,4,Schedule,5
0318,Access,1,Type,2,Accessibility,3,Capacity,4,Requestable,5
0319,Type,1,Schedule,2,Software,3,Capacity,4,Access,5
0320,Schedule,1,Software,2,Building,3,Equipment,4,Capacity,5
0321,Access,1,Equipment,2,Type,3,Accessibility,4,Floor,5
0322,Building,1,Access,2,Capacity,3,Type,4,Schedule,5
0323,Equipment,1,Requestable,2,Type,3,Capacity,4,Floor,5
0324,Floor,1,Equipment,2,Building,3,Requestable,4,Type,5
0325,Accessibility,1,Software,2,Building,3,Access,4,Floor,5
0326,Equipment,1,Floor,2,Accessibility,3,Type,4,Building,5
0327,Access,1,Capacity,2,Floor,3,Type,4,Schedule,5
0328,Requestable,1,Floor,2,Software,3,Building,4,Schedule,5
0329,Floor,1,Type,2,Capacity,3,Equipment,4,Building,5
0330,Capacity,1,Equipment,2,Access,3,Schedule,4,Software,5
0331,Type,1,Requestable,2,Capacity,3,Software,4,Schedule,5
0332,Floor,1,Access,2,Accessibility,3,Equipment,4,Schedule,5
0333,Schedule,1,Access,2,Floor,3,Type,4,Capacity,5
0334,Type,1,Floor,2,Building,3,Equipment,4,Accessibility,5
0335,Requestable,1,Equipment,2,Accessibility,3,Access,4,Software,5
0336,Capacity,1,Equipment,2,Requestable,3,Schedule,4,Accessibility,5
0337,Requestable,1,Building,2,Software,3,Accessibility,4,Capacity,5
0338,Software,1,Equipment,2,Requestable,3,Building,4,Floor,5
0339,Access,1,Type,2,Equipment,3,Software,4,Requestable,5
0340,Equipment,1,Software,2,Type,3,Building,4,Access,5
0341,Building,1,Accessibility,2,Capacity,3,Access,4,Requestable,5
0342,Building,1,Schedule,2,Requestable,3,Equipment,4,Accessibility,5
0343,Software,1,Access,2,Equipment,3,Capacity,4,Accessibility,5
0344,Type,1,Software,2,Accessibility,3,Equipment,4,Floor,5
0345,Schedule,1,Type,2,Accessibility,3,Building,4,Access,5
0346,Access,1,Accessibility,2,Floor,3,Equipment,4,Schedule,5
0347,Floor,1,Requestable,2,Accessibility,3,Software,4,Type,5
0348,Building,1,Requestable,2,Access,3,Schedule,4,Software,5
0349,Access,1,Accessibility,2,Schedule,3,Requestable,4,Equipment,5
0350,Type,1,Accessibility,2,Software,3,Capacity,4,Schedule,5
0351,Capacity,1,Floor,2,Requestable,3,Schedule,4,Software,5
0352,Schedule,1,Accessibility,2,Floor,3,Access,4,Building,5
0353,Equipment,1,Schedule,2,Floor,3,Type,4,Access,5
0354,Requestable,1,Type,2,Software,3,Schedule,4,Equipment,5
0355,Type,1,Accessibility,2,Building,3,Access,4,Schedule,5
0356,Schedule,1,Accessibility,2,Requestable,3,Software,4,Equipment,5
0357,Building,1,Type,2,Access,3,Requestable,4,Software,5
0358,Access,1,Building,2,Accessibility,3,Capacity,4,Software,5
0359,Accessibility,1,Schedule,2,Building,3,Requestable,4,Type,5
0360,Building,1,Accessibility,2,Floor,3,Access,4,Type,5
0361,Software,1,Capacity,2,Floor,3,Schedule,4,Accessibility,5
0362,Requestable,1,Capacity,2,Accessibility,3,Software,4,Building,5
0363,Floor,1,Access,2,Accessibility,3,Equipment,4,Schedule,5
0364,Access,1,Equipment,2,Requestable,3,Floor,4,Accessibility,5
0365,Capacity,1,Requestable,2,Software,3,Building,4,Type,5
0366,Type,1,Access,2,Floor,3,Capacity,4,Software,5
0367,Capacity,1,Equipment,2,Floor,3,Requestable,4,Schedule,5
0368,Floor,1,Capacity,2,Type,3,Equipment,4,Building,5
0369,Access,1,Equipment,2,Schedule,3,Type,4,Floor,5
0370,Requestable,1,Type,2,Building,3,Schedule,4,Software,5
0371,Access,1,Accessibility,2,Capacity,3,Equipment,4,Schedule,5
0372,Type,1,Floor,2,Schedule,3,Access,4,Building,5
0373,Access,1,Software,2,Type,3,Requestable,4,Equipment,5
0374,Building,1,Capacity,2,Equipment,3,Type,4,Software,5
0375,Capacity,1,Access,2,Equipment,3,Type,4,Schedule,5
0376,Building,1,Equipment,2,Schedule,3,Software,4,Type,5
0377,Requestable,1,Schedule,2,Building,3,Equipment,4,Software,5
0378,Accessibility,1,Floor,2,Type,3,Capacity,4,Building,5
0379,Schedule,1,Access,2,Capacity,3,Accessibility,4,Requestable,5
0380,Capacity,1,Access,2,Type,3,Equipment,4,Floor,5
0381,Floor,1,Requestable,2,Software,3,Capacity,4,Access,5
0382,Schedule,1,Software,2,Capacity,3,Floor,4,Accessibility,5
0383,Equipment,1,Schedule,2,Accessibility,3,Building,4,Software,5
0384,Capacity,1,Building,2,Software,3,Accessibility,4,Equipment,5
0385,Capacity,1,Building,2,Software,3,Access,4,Accessibility,5
0386,Capacity,1,Schedule,2,Building,3,Accessibility,4,Access,5
0387,Accessibility,1,Capacity,2,Access,3,Type,4,Equipment,5
0388,Access,1,Software,2,Capacity,3,Schedule,4,Requestable,5
0389,Accessibility,1,Building,2,Type,3,Software,4,Requestable,5
0390,Floor,1,Requestable,2,Schedule,3,Equipment,4,Building,5
0391,Schedule,1,Type,2,Requestable,3,Equipment,4,Floor,5
0392,Access,1,Floor,2,Software,3,Equipment,4,Capacity,5
0393,Capacity,1,Type,2,Requestable,3,Software,4,Access,5
0394,Floor,1,Accessibility,2,Building,3,Software,4,Requestable,5
0395,Capacity,1,Schedule,2,Requestable,3,Software,4,Building,5
0396,Capacity,1,Software,2,Equipment,3,Floor,4,Requestable,5
0397,Software,1,Schedule,2,Type,3,Capacity,4,Accessibility,5
0398,Schedule,1,Accessibility,2,Type,3,Equipment,4,Floor,5
0399,Floor,1,Building,2,Accessibility,3,Access,4,Schedule,5
0400,Software,1,Floor,2,Schedule,3,Equipment,4,Access,5
0401,Schedule,1,Capacity,2,Accessibility,3,Building,4,Floor,5
0402,Software,1,Type,2,Requestable,3,Access,4,Accessibility,5
0403,Software,1,Capacity,2,Building,3,Access,4,Type,5
0404,Capacity,1,Schedule,2,Building,3,Floor,4,Requestable,5
0405,Equipment,1,Building,2,Software,3,Type,4,Accessibility,5
0406,Accessibility,1,Equipment,2,Requestable,3,Access,4,Software,5
0407,Access,1,Requestable,2,Accessibility,3,Type,4,Capacity,5
0408,Equipment,1,Software,2,Access,3,Accessibility,4,Floor,5
